id,"partid","aspect_id_1","aspect_id_2","aspect_1","aspect_2"
1524,"p17frg3toe","s1.2","s1.5","i take risks because you never know what will happen if you dont try.","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new."
1525,"p17frg3toe","s1.2","s1.6","i take risks because you never know what will happen if you dont try.","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided."
1526,"p17frg3toe","s1.2","s2.1","i take risks because you never know what will happen if you dont try.","the excitement from risk taking."
1527,"p17frg3toe","s1.2","s2.2","i take risks because you never know what will happen if you dont try.","never knowing what will happen until you try."
1528,"p17frg3toe","s1.2","s2.3","i take risks because you never know what will happen if you dont try.","knowing that i want to do it but the fear is there so i push through it."
1529,"p17frg3toe","s1.3","s1.4","i sometimes do avoid risks because my anxiety overpowers the urge to do something.","taking risks is dangerous and sometimes should be thought about or avoided."
1530,"p17frg3toe","s1.3","s1.5","i sometimes do avoid risks because my anxiety overpowers the urge to do something.","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new."
1531,"p17frg3toe","s1.3","s1.6","i sometimes do avoid risks because my anxiety overpowers the urge to do something.","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided."
1532,"p17frg3toe","s1.3","s2.1","i sometimes do avoid risks because my anxiety overpowers the urge to do something.","the excitement from risk taking."
1533,"p17frg3toe","s1.3","s2.2","i sometimes do avoid risks because my anxiety overpowers the urge to do something.","never knowing what will happen until you try."
1534,"p17frg3toe","s1.3","s2.3","i sometimes do avoid risks because my anxiety overpowers the urge to do something.","knowing that i want to do it but the fear is there so i push through it."
1535,"p17frg3toe","s1.4","s1.5","taking risks is dangerous and sometimes should be thought about or avoided.","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new."
1536,"p17frg3toe","s1.4","s1.6","taking risks is dangerous and sometimes should be thought about or avoided.","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided."
1537,"p17frg3toe","s1.4","s2.1","taking risks is dangerous and sometimes should be thought about or avoided.","the excitement from risk taking."
1538,"p17frg3toe","s1.4","s2.2","taking risks is dangerous and sometimes should be thought about or avoided.","never knowing what will happen until you try."
1539,"p17frg3toe","s1.4","s2.3","taking risks is dangerous and sometimes should be thought about or avoided.","knowing that i want to do it but the fear is there so i push through it."
1540,"p17frg3toe","s1.5","s1.6","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new.","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided."
1541,"p17frg3toe","s1.5","s2.1","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new.","the excitement from risk taking."
1542,"p17frg3toe","s1.5","s2.2","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new.","never knowing what will happen until you try."
1543,"p17frg3toe","s1.5","s2.3","i like to take risks because so many amazing things could happen if you just put yourself out there and try something new.","knowing that i want to do it but the fear is there so i push through it."
1544,"p17frg3toe","s1.6","s2.1","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided.","the excitement from risk taking."
1545,"p17frg3toe","s1.6","s2.2","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided.","never knowing what will happen until you try."
1546,"p17frg3toe","s1.6","s2.3","depending on the risk it should sometimes be taken and other times if its harmful to you then it needs to be avoided.","knowing that i want to do it but the fear is there so i push through it."
1547,"p17frg3toe","s2.1","s2.2","the excitement from risk taking.","never knowing what will happen until you try."
1548,"p17frg3toe","s2.1","s2.3","the excitement from risk taking.","knowing that i want to do it but the fear is there so i push through it."
1549,"p17frg3toe","s2.2","s2.3","never knowing what will happen until you try.","knowing that i want to do it but the fear is there so i push through it."
1550,"pojroad8av","s1.1","s2.1","i avoid taking risks because i can't afford to.","i am not a  person to take risks."
1551,"pilgv71l13","s1.1","s1.2","i like big rewards","taking risks is exciting"
1552,"pilgv71l13","s1.1","s1.3","i like big rewards","it keeps me close to the pulse of society"
1553,"pilgv71l13","s1.1","s2.1","i like big rewards","i like to gamble"
1554,"pilgv71l13","s1.1","s2.2","i like big rewards","i will invest in the stock market"
1555,"pilgv71l13","s1.1","s2.3","i like big rewards","i can be overly cautious in other areas"
1556,"pilgv71l13","s1.2","s1.3","taking risks is exciting","it keeps me close to the pulse of society"
1557,"pilgv71l13","s1.2","s2.1","taking risks is exciting","i like to gamble"
1558,"pilgv71l13","s1.2","s2.2","taking risks is exciting","i will invest in the stock market"
1559,"pilgv71l13","s1.2","s2.3","taking risks is exciting","i can be overly cautious in other areas"
1560,"pilgv71l13","s1.3","s2.1","it keeps me close to the pulse of society","i like to gamble"
1561,"pilgv71l13","s1.3","s2.2","it keeps me close to the pulse of society","i will invest in the stock market"
1562,"pilgv71l13","s1.3","s2.3","it keeps me close to the pulse of society","i can be overly cautious in other areas"
1563,"pilgv71l13","s2.1","s2.2","i like to gamble","i will invest in the stock market"
1564,"pilgv71l13","s2.1","s2.3","i like to gamble","i can be overly cautious in other areas"
1565,"pilgv71l13","s2.2","s2.3","i will invest in the stock market","i can be overly cautious in other areas"
1566,"p6n96ubl38","s1.1","s1.2","i am willing to take risks when there is a high possibility that things will go well in the long run.","if there is nothing else, in desparity i might take more risks than usual."
1567,"p6n96ubl38","s1.1","s2.1","i am willing to take risks when there is a high possibility that things will go well in the long run.","i like to take risks if they deem safe, otherwise you don't get too far in life anymore."
1568,"p6n96ubl38","s1.1","s2.2","i am willing to take risks when there is a high possibility that things will go well in the long run.","i do like risks because it shows you are willing to do more than thank just inside the box."
1569,"p6n96ubl38","s1.2","s2.1","if there is nothing else, in desparity i might take more risks than usual.","i like to take risks if they deem safe, otherwise you don't get too far in life anymore."
1570,"p6n96ubl38","s1.2","s2.2","if there is nothing else, in desparity i might take more risks than usual.","i do like risks because it shows you are willing to do more than thank just inside the box."
1571,"p6n96ubl38","s2.1","s2.2","i like to take risks if they deem safe, otherwise you don't get too far in life anymore.","i do like risks because it shows you are willing to do more than thank just inside the box."
1572,"pjomiut9f3","s1.1","s1.2","i try to weigh the pros and cons of a certain action first","i don't put myself in unnecessary danger"
1573,"pjomiut9f3","s1.1","s1.3","i try to weigh the pros and cons of a certain action first","i get good enough where i trust myself not to mess up if there are certain risks"
1574,"pjomiut9f3","s1.1","s1.4","i try to weigh the pros and cons of a certain action first","i will put myself in harm's way if absolutely necessary"
1575,"pjomiut9f3","s1.1","s2.1","i try to weigh the pros and cons of a certain action first","i'm willing to take risks if there is no virtually no downside. people might think of skydiving as a risk, for instance, but these days there is almost no risk because of the technology we have. this is why i consider risky things the things i fear."
1576,"pjomiut9f3","s1.1","s2.10","i try to weigh the pros and cons of a certain action first","i take risks when i need to uphold my principles."
1577,"pjomiut9f3","s1.1","s2.11","i try to weigh the pros and cons of a certain action first","i avoid risks when i'm in over my head."
1578,"pjomiut9f3","s1.1","s2.12","i try to weigh the pros and cons of a certain action first","i take risks when i get pleasure from something."
1579,"pjomiut9f3","s1.1","s2.2","i try to weigh the pros and cons of a certain action first","yes because taking risks helps me grow as a person."
1580,"pjomiut9f3","s1.1","s2.3","i try to weigh the pros and cons of a certain action first","yes because i know i won't live forever."
1581,"pjomiut9f3","s1.1","s2.4","i try to weigh the pros and cons of a certain action first","yes because i know that risks help me show what i care about in life."
1582,"pjomiut9f3","s1.1","s2.5","i try to weigh the pros and cons of a certain action first","yes because taking risks is involved in showing your love for something."
1583,"pjomiut9f3","s1.1","s2.6","i try to weigh the pros and cons of a certain action first","the answer is no when the result could be catastrophic."
1584,"pjomiut9f3","s1.1","s2.7","i try to weigh the pros and cons of a certain action first","i would say no when i could be put in physical harm."
1585,"pjomiut9f3","s1.1","s2.8","i try to weigh the pros and cons of a certain action first","i'm a person who takes risks because everything in life involves risk."
1586,"pjomiut9f3","s1.1","s2.9","i try to weigh the pros and cons of a certain action first","i avoid risks when i don't have enough experience to feel safe in that situation."
