partid,aspect_ind,sentiment,age,sex,yearsofedu,job,income,qual_focused,qual_effort,duration,rating,aspect,r_risk,r_frequency,r_social,r_situation,r_control,r_active,aspect_ind_cat,r_risk_binary,r_risk_binary_n,n_aspects,n_seeking,n_avoiding,s_aspects,m_aspects,m_risk,s_risk,p_social,p_situation,p_control,p_active,rank_frequency,med_frequency,SMRD,mean_sentiment,max_sentiment,min_sentiment
pc6644v8tl,1,-3,48,female,13,employed,1k_2k,100,100,764,1,I do not like to take risks because I am afraid of the unknown result.,-50,year,0,1,controllable,passive,Aspect #1,Contra,-1,6,0,6,-6,-1,-41.333333333333336,-248,0.25,1,0.75,0.5,4,5,-1,-2,0,-3
pc6644v8tl,2,-3,48,female,13,employed,1k_2k,100,100,764,1,I do not like to take risks because I would rather not risk getting hurt physically or mentally.,-34,less_once,0,1,controllable,active,Aspect #2,Contra,-1,6,0,6,-6,-1,-41.333333333333336,-248,0.25,1,0.75,0.5,6,5,-1,-2,0,-3
pc6644v8tl,3,-3,48,female,13,employed,1k_2k,100,100,764,1,I do not like to take risks because I fear that I will fail if I try something new.,-48,NA,NA,NA,NA,NA,Aspect #3,Contra,-1,6,0,6,-6,-1,-41.333333333333336,-248,0.25,1,0.75,0.5,NA,5,-1,-2,0,-3
pc6644v8tl,4,0,48,female,13,employed,1k_2k,100,100,764,1,I do not like to take risks because I could be embarrassed if things do not go in my favor.,-43,less_once,1,1,uncontrollable,active,Aspect #4,Contra,-1,6,0,6,-6,-1,-41.333333333333336,-248,0.25,1,0.75,0.5,6,5,-1,-2,0,-3
pc6644v8tl,5,-2,48,female,13,employed,1k_2k,100,100,764,1,I do not like to take risks because it could result in financial losses.,-38,NA,NA,NA,NA,NA,Aspect #5,Contra,-1,6,0,6,-6,-1,-41.333333333333336,-248,0.25,1,0.75,0.5,NA,5,-1,-2,0,-3
pc6644v8tl,6,-1,48,female,13,employed,1k_2k,100,100,764,1,I do not like to take risks because I feel more in control if I am familiar with situations and outcomes.,-35,month,0,1,controllable,passive,Aspect #6,Contra,-1,6,0,6,-6,-1,-41.333333333333336,-248,0.25,1,0.75,0.5,3,5,-1,-2,0,-3
pc8udbdtju,1,-1,45,male,16,employed,5k_x,100,100,476,1,"I avoid taking risks because of potential hazards to health, finances, and family security.",-43,NA,0,0,controllable,NA,Aspect #1,Contra,-1,3,0,3,-3,-1,-45,-135,0,0.3333333333333333,0.3333333333333333,0,NA,6,-1,-1.3333333333333333,-1,-2
pc8udbdtju,2,-2,45,male,16,employed,5k_x,100,100,476,1,I avoid taking risks because there might not be a way to make up for any loss in the future.,-50,less_once,0,1,uncontrollable,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-45,-135,0,0.3333333333333333,0.3333333333333333,0,6,6,-1,-1.3333333333333333,-1,-2
pc8udbdtju,3,-1,45,male,16,employed,5k_x,100,100,476,1,I avoid taking risks because there is a percentage chance of losses being more than any potential gains.,-42,NA,0,0,uncontrollable,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-45,-135,0,0.3333333333333333,0.3333333333333333,0,NA,6,-1,-1.3333333333333333,-1,-2
pcq03ude4t,1,0,42,male,18,employed,4k_5k,100,100,269,8,In my line of work it is important to take risks in order to improve processes and operations,22,week,1,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,38.75,155,0.25,1,1,1,2,2,1,-0.25,1,-2
pcq03ude4t,2,1,42,male,18,employed,4k_5k,100,100,269,8,I enjoy taking things to the edge and pushing to see how far things can go,50,week,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,38.75,155,0.25,1,1,1,2,2,1,-0.25,1,-2
pcq03ude4t,3,-2,42,male,18,employed,4k_5k,100,100,269,8,Life is limited. To sit back as a spectator is to lose the life you have,33,week,0,1,controllable,active,Aspect #3,Pro,1,4,4,0,4,1,38.75,155,0.25,1,1,1,2,2,1,-0.25,1,-2
pcq03ude4t,4,0,42,male,18,employed,4k_5k,100,100,269,8,I love the adrenaline of taking risks,50,week,0,1,controllable,active,Aspect #4,Pro,1,4,4,0,4,1,38.75,155,0.25,1,1,1,2,2,1,-0.25,1,-2
pcq9uj020s,1,-2,44,male,16,employed,5k_x,97,95,295,1,I have made too many past mistakes taking risks in the past. ,-46,week,0,1,uncontrollable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-42.666666666666664,-128,0,0.3333333333333333,0.6666666666666666,1,2,2,-1,-1.6666666666666667,-1,-2
pcq9uj020s,2,-2,44,male,16,employed,5k_x,97,95,295,1,Not taking risks gives me less anxiety,-46,day,NA,0,controllable,NA,Aspect #2,Contra,-1,3,0,3,-3,-1,-42.666666666666664,-128,0,0.3333333333333333,0.6666666666666666,1,1,2,-1,-1.6666666666666667,-1,-2
pcq9uj020s,3,-1,44,male,16,employed,5k_x,97,95,295,1,I cannot think clearly when taking risks. ,-36,week,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-42.666666666666664,-128,0,0.3333333333333333,0.6666666666666666,1,2,2,-1,-1.6666666666666667,-1,-2
pcqs85n21b,1,-1,43,male,12,employed,2k_3k,100,100,716,1,"I try to avoid risks because I value my time, resources, and health.",-50,NA,0,0,controllable,NA,Aspect #1,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcqs85n21b,2,-2,43,male,12,employed,2k_3k,100,100,716,1,I try to avoid risks because it can result in wasted resources.,-50,NA,0,0,controllable,NA,Aspect #2,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcqs85n21b,3,-1,43,male,12,employed,2k_3k,100,100,716,1,I try to avoid risks because they most often do not pay off.,-50,NA,0,0,controllable,NA,Aspect #3,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcqs85n21b,4,-1,43,male,12,employed,2k_3k,100,100,716,1,I try to avoid risks because they can have far reaching consequences on others as well as myself.,-50,NA,0,0,controllable,NA,Aspect #4,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcqs85n21b,5,0,43,male,12,employed,2k_3k,100,100,716,1,I avoid taking risks because people I love depend on me.,-50,NA,0,0,controllable,NA,Aspect #5,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcqs85n21b,6,1,43,male,12,employed,2k_3k,100,100,716,1,I avoid taking risks because I prefer stability and certainty.,-50,NA,0,0,controllable,NA,Aspect #6,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcqs85n21b,7,1,43,male,12,employed,2k_3k,100,100,716,1,I avoid taking risks because I enjoy being calm and anxiety free.,-50,NA,0,0,controllable,NA,NA,Contra,-1,7,0,7,-7,-1,-50,-350,0,0,1,NaN,NA,NA,-1,-0.42857142857142855,1,-2
pcvfb8p5b5,1,0,32,male,12,unemployed,0_1k,100,100,396,2,is taking risks actually worth the end result,-33,week,0,0,NA,NA,Aspect #1,Contra,-1,3,0,3,-3,-1,-41.333333333333336,-124,0,0,NaN,NaN,2,2,-1,-0.6666666666666666,0,-1
pcvfb8p5b5,2,-1,32,male,12,unemployed,0_1k,100,100,396,2,why take risks if you don't have too,-41,NA,0,0,NA,NA,Aspect #2,Contra,-1,3,0,3,-3,-1,-41.333333333333336,-124,0,0,NaN,NaN,NA,2,-1,-0.6666666666666666,0,-1
pcvfb8p5b5,3,-1,32,male,12,unemployed,0_1k,100,100,396,2,some risks are unavoidable but why not try and avoid risks all together and make life easier.,-50,week,0,0,NA,NA,Aspect #3,Contra,-1,3,0,3,-3,-1,-41.333333333333336,-124,0,0,NaN,NaN,2,2,-1,-0.6666666666666666,0,-1
pda8fk4eha,1,-1,40,male,15,student,5k_x,100,97,368,6,I take risk in investing in the stock market,36,month,0,1,controllable,active,Aspect #1,Pro,1,4,2,2,0,0,-5.5,-22,0.25,0.5,1,1,3,2.5,0,-1,-1,-1
pda8fk4eha,2,-1,40,male,15,student,5k_x,100,97,368,6,Avoid risk of bungee jumping,-50,NA,0,0,controllable,active,Aspect #2,Contra,-1,4,2,2,0,0,-5.5,-22,0.25,0.5,1,1,NA,2.5,0,-1,-1,-1
pda8fk4eha,3,-1,40,male,15,student,5k_x,100,97,368,6,avoid risk of jumping out of a plane,-49,NA,1,0,controllable,active,Aspect #3,Contra,-1,4,2,2,0,0,-5.5,-22,0.25,0.5,1,1,NA,2.5,0,-1,-1,-1
pda8fk4eha,4,-1,40,male,15,student,5k_x,100,97,368,6,Take risk of only going to school and waiting to become a financial adviser,41,week,0,1,controllable,active,Aspect #4,Pro,1,4,2,2,0,0,-5.5,-22,0.25,0.5,1,1,2,2.5,0,-1,-1,-1
pddp1iltbm,1,0,39,female,15,employed,1k_2k,100,100,219,0,I do not take risks and prefer to avoid,-50,NA,NA,0,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,1,1,NA,NA,-1,-0.5,0,-1
pddp1iltbm,2,-1,39,female,15,employed,1k_2k,100,100,219,0,no i do not take risks,-50,NA,0,0,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,0,1,1,NA,NA,-1,-0.5,0,-1
pdk8em8rrq,1,-2,58,female,14,employed,2k_3k,100,99,724,2,I don't like to take unnecessary risks because I don't feel it is necessary to do so. ,-36,week,0,1,controllable,active,Aspect #1,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,2,2,-1,-0.75,1,-2
pdk8em8rrq,2,-2,58,female,14,employed,2k_3k,100,99,724,2,I am afraid to lose too much.,-45,month,0,1,controllable,active,Aspect #2,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,3,2,-1,-0.75,1,-2
pdk8em8rrq,3,0,58,female,14,employed,2k_3k,100,99,724,2,I am afraid that I will not recover from it.,-40,NA,NA,0,controllable,NA,Aspect #3,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,NA,2,-1,-0.75,1,-2
pdk8em8rrq,4,-1,58,female,14,employed,2k_3k,100,99,724,2,I don't have the means to take these risks.,-39,week,0,0,controllable,passive,Aspect #4,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,2,2,-1,-0.75,1,-2
pdk8em8rrq,5,1,58,female,14,employed,2k_3k,100,99,724,2,I avoid them because I feel that it is not wise.,-38,week,0,1,controllable,active,Aspect #5,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,2,2,-1,-0.75,1,-2
pdk8em8rrq,6,0,58,female,14,employed,2k_3k,100,99,724,2,Taking risks is not my idea of fun.,-44,day,0,1,controllable,active,Aspect #6,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,1,2,-1,-0.75,1,-2
pdk8em8rrq,7,-1,58,female,14,employed,2k_3k,100,99,724,2,Risk taking is not a good choice for me.,-38,day,0,1,controllable,active,NA,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,1,2,-1,-0.75,1,-2
pdk8em8rrq,8,-1,58,female,14,employed,2k_3k,100,99,724,2,Risk taking is not a good choice for me.,-38,day,0,1,controllable,active,NA,Contra,-1,8,0,8,-8,-1,-39.75,-318,0,0.75,1,0.8571428571428571,1,2,-1,-0.75,1,-2
pdliik9kne,1,-1,67,male,16,retired,1k_2k,100,100,594,3,I try to avoid taking risks with my physical health. ,-48,year,0,1,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-32,-96,0,1,1,1,4,3,-1,-1,-1,-1
pdliik9kne,2,-1,67,male,16,retired,1k_2k,100,100,594,3,I am willing to take minimal risk in my physical recreation activities. ,-36,month,0,1,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-32,-96,0,1,1,1,3,3,-1,-1,-1,-1
pdliik9kne,3,-1,67,male,16,retired,1k_2k,100,100,594,3,I am willing to take medium risk in my financial affairs and dealings.,-12,month,0,1,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-32,-96,0,1,1,1,3,3,-1,-1,-1,-1
pdqk6hs9e4,1,-2,51,female,14,selfemployed,1k_2k,100,100,408,1,I don't like to take risks because I don't want to lose any of my money.,-50,week,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-49,-196,0,0.25,1,1,2,2.5,-1,-2,-1,-3
pdqk6hs9e4,2,-3,51,female,14,selfemployed,1k_2k,100,100,408,1,I don't like to take risks because taking risks makes me nervous.,-46,week,0,0,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-49,-196,0,0.25,1,1,2,2.5,-1,-2,-1,-3
pdqk6hs9e4,3,-2,51,female,14,selfemployed,1k_2k,100,100,408,1,I don't like to take risks because I think it sets a bad example for my child.,-50,month,0,1,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-49,-196,0,0.25,1,1,3,2.5,-1,-2,-1,-3
pdqk6hs9e4,4,-1,51,female,14,selfemployed,1k_2k,100,100,408,1,I don't like to take risks because I don't think it is right to gamble.,-50,month,0,0,controllable,active,Aspect #4,Contra,-1,4,0,4,-4,-1,-49,-196,0,0.25,1,1,3,2.5,-1,-2,-1,-3
pe142cqfak,1,-2,55,female,12,retired,1k_2k,100,100,391,2,"I avoid taking risk in most cases, because money can be lost",-27,month,0,0,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-10.666666666666666,-32,0,0,1,0.6666666666666666,3,1,-1,-1.6666666666666667,-1,-2
pe142cqfak,2,-1,55,female,12,retired,1k_2k,100,100,391,2,One needs to be careful in most dealings of the world and I don't like to get hurt,-1,day,0,0,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-10.666666666666666,-32,0,0,1,0.6666666666666666,1,1,-1,-1.6666666666666667,-1,-2
pe142cqfak,3,-2,55,female,12,retired,1k_2k,100,100,391,2,There is just too much to lose by taking risk.,-4,day,0,0,controllable,passive,Aspect #3,Contra,-1,3,0,3,-3,-1,-10.666666666666666,-32,0,0,1,0.6666666666666666,1,1,-1,-1.6666666666666667,-1,-2
pe996fld73,1,-2,56,female,16,employed,1k_2k,100,100,367,2,Life is difficult enough without adding more uncertainty and room for failure.,-50,NA,0,0,controllable,active,Aspect #1,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,1,NA,3,-1,-1.5,-1,-2
pe996fld73,2,-1,56,female,16,employed,1k_2k,100,100,367,2,It is better to not gamble because a lot of people get in bad situations from gambling.,-50,NA,0,0,controllable,active,Aspect #2,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,1,NA,3,-1,-1.5,-1,-2
pe996fld73,3,-1,56,female,16,employed,1k_2k,100,100,367,2,It is better to be content with what I have than to risk losing something in the hopes of gaining more.,-50,month,0,0,controllable,active,Aspect #3,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,1,3,3,-1,-1.5,-1,-2
pe996fld73,4,-2,56,female,16,employed,1k_2k,100,100,367,2,It is too worrying to wait to find the outcomes of risky choices and decisions.,-50,NA,0,0,controllable,active,Aspect #4,Contra,-1,4,0,4,-4,-1,-50,-200,0,0,1,1,NA,3,-1,-1.5,-1,-2
pel92bgn51,3,-1,34,male,16,employed,2k_3k,99,100,299,1,"Rent, debts, and other bills keep me locked in on a set path.",-40,day,1,1,controllable,active,Aspect #3,Contra,-1,5,0,5,-5,-1,-42.2,-211,1,1,0.6,0.6,1,1,-1,-1,0,-2
pel92bgn51,4,-2,34,male,16,employed,2k_3k,99,100,299,1,The unknown makes me anxious.,-42,day,1,1,uncontrollable,passive,Aspect #4,Contra,-1,5,0,5,-5,-1,-42.2,-211,1,1,0.6,0.6,1,1,-1,-1,0,-2
pel92bgn51,5,0,34,male,16,employed,2k_3k,99,100,299,1,I feel like I'm not good enough to be able to take risks and be successful.,-39,day,1,1,uncontrollable,passive,Aspect #5,Contra,-1,5,0,5,-5,-1,-42.2,-211,1,1,0.6,0.6,1,1,-1,-1,0,-2
pemvdndov1,1,-2,36,female,16,employed,0_1k,74,82,623,6,I am willing to take risks depending on what the odds of it working out are and what I stand to lose.,-2,NA,0,0,controllable,active,Aspect #1,Contra,-1,4,1,3,-2,-0.5,-10.25,-41,0,0.5,0.6666666666666666,0.6666666666666666,NA,4,-1,-1.5,-1,-2
pemvdndov1,2,-2,36,female,16,employed,0_1k,74,82,623,6,I avoid taking risks if it may hurt my children.,-38,week,0,0,NA,NA,Aspect #2,Contra,-1,4,1,3,-2,-0.5,-10.25,-41,0,0.5,0.6666666666666666,0.6666666666666666,2,4,-1,-1.5,-1,-2
pemvdndov1,3,-1,36,female,16,employed,0_1k,74,82,623,6,I am less likely to take monetary risks like gambling because I can't afford to lose money.,-46,year,0,1,uncontrollable,passive,Aspect #3,Contra,-1,4,1,3,-2,-0.5,-10.25,-41,0,0.5,0.6666666666666666,0.6666666666666666,4,4,-1,-1.5,-1,-2
pemvdndov1,4,-1,36,female,16,employed,0_1k,74,82,623,6,I am willing to take risks with things like jobs I may not like etc.,45,less_once,0,1,controllable,active,Aspect #4,Pro,1,4,1,3,-2,-0.5,-10.25,-41,0,0.5,0.6666666666666666,0.6666666666666666,6,4,-1,-1.5,-1,-2
pes7cp1ohf,1,1,40,male,16,employed,2k_3k,100,100,241,1,I am satisfied with status quo.,-10,day,0,0,NA,passive,Aspect #1,Contra,-1,3,0,3,-3,-1,-21.333333333333332,-64,0,0,1,0.3333333333333333,1,1,-1,0.6666666666666666,1,0
pes7cp1ohf,2,1,40,male,16,employed,2k_3k,100,100,241,1,I am happy with what I have.,-9,day,0,0,NA,passive,Aspect #2,Contra,-1,3,0,3,-3,-1,-21.333333333333332,-64,0,0,1,0.3333333333333333,1,1,-1,0.6666666666666666,1,0
pes7cp1ohf,3,0,40,male,16,employed,2k_3k,100,100,241,1,I don't want to lose something hoping to gain more.,-45,year,0,0,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-21.333333333333332,-64,0,0,1,0.3333333333333333,4,1,-1,0.6666666666666666,1,0
pf0g5fnb18,1,-3,52,male,18,employed,5k_x,100,100,486,7,I am willing to take some risk as I realize that it is difficult to get ahead in the world without taking some risk.,37,month,0,1,controllable,active,Aspect #1,Pro,1,4,4,0,4,1,36,144,0,1,0.5,1,3,3,1,-1,0,-3
pf0g5fnb18,2,-1,52,male,18,employed,5k_x,100,100,486,7,I am willing to take some risk because I have studied economic theory and statistics and I think logically and rationally about probability.,45,week,0,1,controllable,active,Aspect #2,Pro,1,4,4,0,4,1,36,144,0,1,0.5,1,2,3,1,-1,0,-3
pf0g5fnb18,3,0,52,male,18,employed,5k_x,100,100,486,7,I am willing to take some risk because I enjoy the psychological effect of wondering whether I will succeed with the risk that I have taken on.,26,month,0,1,uncontrollable,active,Aspect #3,Pro,1,4,4,0,4,1,36,144,0,1,0.5,1,3,3,1,-1,0,-3
pf0g5fnb18,4,0,52,male,18,employed,5k_x,100,100,486,7,I am willing to take some risk because I know that I want the benefits that would accrue if I am successful with the assumed risk.,36,year,0,1,uncontrollable,active,Aspect #4,Pro,1,4,4,0,4,1,36,144,0,1,0.5,1,4,3,1,-1,0,-3
pf0ncrbiki,1,1,40,female,14,employed,1k_2k,100,100,228,0,I am not a risk taker because I prefer to remain comfortable.,-50,day,0,1,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-50,-100,0,1,1,1,1,1,-1,2,3,1
pf0ncrbiki,2,3,40,female,14,employed,1k_2k,100,100,228,0,I have a child and want our lives to remain solid and secure at all times. I prefer being in control of where my life is headed. I do not like uncertainty.,-50,day,0,1,controllable,active,Aspect #2,Contra,-1,2,0,2,-2,-1,-50,-100,0,1,1,1,1,1,-1,2,3,1
pf1ok9j6mf,1,-3,58,female,16,employed,3k_4k,100,100,344,0,I avoid taking risks because risks can cause chaos in your life.,-50,month,0,1,controllable,active,Aspect #1,Contra,-1,3,0,3,-3,-1,-50,-150,0,1,1,1,3,2,-1,-1.6666666666666667,0,-3
pf1ok9j6mf,2,-2,58,female,16,employed,3k_4k,100,100,344,0,Taking risks cause me to become anxious.,-50,week,0,1,controllable,active,Aspect #2,Contra,-1,3,0,3,-3,-1,-50,-150,0,1,1,1,2,2,-1,-1.6666666666666667,0,-3
pf1ok9j6mf,3,0,58,female,16,employed,3k_4k,100,100,344,0,I prefer my life to be predictable and taking risks doesn't ensure this.,-50,week,0,1,controllable,active,Aspect #3,Contra,-1,3,0,3,-3,-1,-50,-150,0,1,1,1,2,2,-1,-1.6666666666666667,0,-3
pf28ih4eu6,1,0,27,male,16,employed,5k_x,100,100,753,10,No not at all I love taking risks when ever I can because I understand how the risk reward ratio works ,50,day,0,0,controllable,active,Aspect #1,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,2,-1,27,male,16,employed,5k_x,100,100,753,10,There are many reasons why some would take on risk it could be anything ,50,day,0,0,controllable,active,Aspect #2,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,3,-1,27,male,16,employed,5k_x,100,100,753,10,If there was any reason to take on risk I’m sure it’s for a good reason because then why do it,50,day,0,1,controllable,active,Aspect #3,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,4,-1,27,male,16,employed,5k_x,100,100,753,10,Risk are what you make of the situation and how the strategy is executed ,50,day,0,1,controllable,active,Aspect #4,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,5,-1,27,male,16,employed,5k_x,100,100,753,10,Me if I take on risk it will definitely be for a good reason ,50,day,0,0,controllable,active,Aspect #5,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,6,-2,27,male,16,employed,5k_x,100,100,753,10,There is a upside to taking on risk then there is a downside ,50,day,0,0,controllable,active,Aspect #6,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,7,-1,27,male,16,employed,5k_x,100,100,753,10,You have to know how to carry the risk well,50,day,0,1,controllable,active,NA,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,8,-2,27,male,16,employed,5k_x,100,100,753,10,Taking on risk sometimes has its dangerous paths as well,50,day,0,1,controllable,active,NA,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,9,0,27,male,16,employed,5k_x,100,100,753,10,I’m sure that I myself can handle risk perfectly ,50,day,0,1,controllable,active,NA,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,10,1,27,male,16,employed,5k_x,100,100,753,10,Be strong and wise when making decisions regarding taking on risk,50,day,0,0,controllable,active,NA,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pf28ih4eu6,11,-1,27,male,16,employed,5k_x,100,100,753,10,If unfortunately you cannot take on risk just try another way,50,day,0,1,controllable,active,NA,Pro,1,11,11,0,11,1,50,550,0,0.5454545454545454,1,1,1,1,1,-0.8181818181818182,1,-2
pffu1o02vu,1,0,30,male,16,employed,3k_4k,97,95,103,6,calculated risks where i have an advantage,22,day,1,1,controllable,active,Aspect #1,Pro,1,1,1,0,1,1,22,22,1,1,1,1,1,1,1,0,0,0
pfg9qmo3qm,1,-1,69,female,13,retired,1k_2k,100,100,684,2,I'm trying to think of instances where I was faced with taking a risk.,-32,month,0,1,controllable,active,Aspect #1,Contra,-1,5,1,4,-3,-0.6,-24.6,-123,0.4,0.6,0.6,0.4,3,3,-1,-1.25,-1,-2
pfg9qmo3qm,2,-2,69,female,13,retired,1k_2k,100,100,684,2,I tend to think of myself as risk averse.,-38,week,1,1,uncontrollable,passive,Aspect #2,Contra,-1,5,1,4,-3,-0.6,-24.6,-123,0.4,0.6,0.6,0.4,2,3,-1,-1.25,-1,-2
pfg9qmo3qm,4,-1,69,female,13,retired,1k_2k,100,100,684,2,I think I might be better off if I had taken more risks.,-31,month,1,0,uncontrollable,passive,Aspect #4,Contra,-1,5,1,4,-3,-0.6,-24.6,-123,0.4,0.6,0.6,0.4,3,3,-1,-1.25,-1,-2
pfg9qmo3qm,5,-1,69,female,13,retired,1k_2k,100,100,684,2,The riskiest behavior I ever indulged in was probably taking illegal drugs.,11,NA,0,1,controllable,active,Aspect #5,Pro,1,5,1,4,-3,-0.6,-24.6,-123,0.4,0.6,0.6,0.4,NA,3,-1,-1.25,-1,-2
pfn64lqsph,1,-1,36,female,16,selfemployed,0_1k,100,100,180,1,I avoid taking risks because I believe in safety first,-23,day,0,1,controllable,active,Aspect #1,Contra,-1,2,0,2,-2,-1,-31,-62,0,1,1,1,1,1,-1,-0.5,0,-1
