id,"partid","cond_order","cond_soepframe","soep_item",aspect_ind,"aspect",r_risk,"r_frequency","r_social","r_situation","r_control","r_active"
1084,"pi3g5e91tk","asp_judg","std","gen",2,"I'm afraid I will get judged",-42,"less_once","1","0","uncontrollable","passive"
1085,"pi3g5e91tk","asp_judg","std","gen",3,"I'm scared I would regret my decision",-50,"less_once","0","0","uncontrollable","passive"
1086,"ptu7m20por","asp_judg","std","gen",0,"I avoid physical risks because they scare me.",-50,"week","0","0","controllable","active"
1087,"ptu7m20por","asp_judg","std","gen",1,"I avoid financial risks because I want my money to be safe and secure",-50,"month","0","0","controllable","active"
1088,"ptu7m20por","asp_judg","std","gen",2,"I avoid physical risks because I am old and do not want to hurt myself",-50,"day","0","0","controllable","active"
1089,"ptu7m20por","asp_judg","std","gen",3,"I void emotional risks because I do not want to get too close to people",-49,"month","0","0","controllable","active"
1090,"psqq79u3er","asp_judg","std","gen",0,"No, I've found my life is much calmer when not taking risks.",-50,"day","0","1","controllable","active"
1091,"psqq79u3er","asp_judg","std","gen",1,"I have not benefited from taking risks in the past.",-50,"less_once","0","1","uncontrollable","NA"
1092,"psqq79u3er","asp_judg","std","gen",2,"There are usually other people that may be affected and I don't want to make decisions for them.",-50,"less_once","0","1","uncontrollable","NA"
1093,"pu5k586m01","asp_judg","std","gen",0,"Prefer to make safe choices",-36,"week","0","0","controllable","passive"
1094,"pu5k586m01","asp_judg","std","gen",1,"Can't afford to make mistakes financially ",-36,"day","0","1","controllable","active"
1095,"po6didsknl","asp_judg","std","gen",0,"being injured",-50,"NA","0","0","controllable","NA"
1096,"po6didsknl","asp_judg","std","gen",1,"getting in trouble",-45,"less_once","1","1","controllable","active"
1097,"po6didsknl","asp_judg","std","gen",2,"someone getting hurt",-50,"less_once","0","1","controllable","passive"
1098,"p876nerobm","asp_judg","std","gen",0,"I avoid unnecessary risks",-32,"month","0","0","controllable","active"
1099,"p876nerobm","asp_judg","std","gen",1,"I research risks and determine a cost vs benefit analysis",4,"month","0","0","controllable","active"
1100,"p876nerobm","asp_judg","std","gen",2,"I am willing to take risks if the benefit outweighs the risk",14,"month","0","0","controllable","active"
1101,"pj0s9l55ia","asp_judg","std","gen",0,"would i rather be safe",-50,"month","0","0","controllable","active"
1102,"pj0s9l55ia","asp_judg","std","gen",1,"would i rather be adventurous and try something new or stick with the known way",-7,"month","0","0","controllable","active"
1103,"p42e0m765p","asp_judg","std","gen",0,"I take more risks when I'm feeling secure.",38,"month","0","0","uncontrollable","active"
1104,"p42e0m765p","asp_judg","std","gen",1,"I find risk taking exciting.",48,"month","0","0","uncontrollable","active"
1105,"p42e0m765p","asp_judg","std","gen",2,"I find risk taking worrisome.",-47,"week","0","0","uncontrollable","active"
1106,"p42e0m765p","asp_judg","std","gen",3,"I find risk taking to be dangerous.",6,"month","0","0","uncontrollable","active"
1107,"pokc96mq5l","asp_judg","std","gen",0,"I am willing to take risks if the positive is worth it.",30,"day","0","0","controllable","passive"
1108,"pbdfhooo0u","asp_judg","std","gen",0,"I'm 56 and approaching my 60's so while I once took a lot of risk, I take less and less every year. So now, I'm more a less risk kind of guy, more conservative.",NULL,NULL,NULL,NULL,NULL,NULL
1109,"pokc96mq5l","asp_judg","std","gen",1,"I am willing to take a risk if I feel I can get ahead.",31,"week","0","1","controllable","active"
1110,"p42e0m765p","asp_judg","std","gen",4,"It depends on the mood I'm in, and how I perceive the risk,  whether or not I take a risk.",4,"month","0","0","uncontrollable","active"
1111,"pokc96mq5l","asp_judg","std","gen",2,"I am willing to take risks because I don't want life to be boring.",39,"month","0","0","controllable","active"
1112,"pokc96mq5l","asp_judg","std","gen",3,"I am willing to take risks because I am confident.",33,"day","0","1","controllable","active"
1113,"pokc96mq5l","asp_judg","std","gen",4,"I am willing to take risks because I am arrogant.",42,"week","0","1","controllable","active"
1114,"pokc96mq5l","asp_judg","std","gen",5,"I am willing to take risks because why not?",31,"week","0","0","controllable","passive"
1115,"p349eel8nb","asp_judg","std","gen",0,"I do not like taking risks, because I like to know the outcome.",-40,"month","0","0","controllable","active"
1116,"p349eel8nb","asp_judg","std","gen",1,"I don't like to take risks, for fear something bad will happen.",-29,"month","0","1","controllable","active"
1117,"pt4ok81osa","asp_judg","std","gen",0,"i do not like trouble",-50,"month","0","0","controllable","passive"
1118,"pt4ok81osa","asp_judg","std","gen",1,"taking risk are dumb",-50,"week","0","0","controllable","passive"
1119,"pjmfaicge9","asp_judg","std","gen",0,"I do not take risk i choose to make decisions on proven information not guesses or maybes.",-50,"NA","NA","NA","controllable","active"
1120,"pf0ncrbiki","asp_judg","std","gen",0,"I am not a risk taker because I prefer to remain comfortable.",-50,"day","0","1","controllable","active"
1121,"pf0ncrbiki","asp_judg","std","gen",1,"I have a child and want our lives to remain solid and secure at all times. I prefer being in control of where my life is headed. I do not like uncertainty.",-50,"day","0","1","controllable","active"
1122,"p9i1pcugbb","asp_judg","std","gen",0,"I am young and have time to recover",18,"day","0","0","controllable","active"
1123,"p9i1pcugbb","asp_judg","std","gen",1,"No kids allows more risk",18,"day","0","1","controllable","active"
1124,"pe996fld73","asp_judg","std","gen",0,"Life is difficult enough without adding more uncertainty and room for failure.",-50,"NA","0","0","controllable","active"
1125,"pq6mcgoqgt","asp_judg","std","gen",0,"I try to avoid taking risks with certain things, like my job. I would not quit a job if I did not have another one that makes as much or more.",-39,"less_once","0","1","uncontrollable","active"
1126,"pe996fld73","asp_judg","std","gen",1,"It is better to not gamble because a lot of people get in bad situations from gambling.",-50,"NA","0","0","controllable","active"
1127,"pq6mcgoqgt","asp_judg","std","gen",1,"I will take risks on some things, but not huge risks.  I will change a job but only after about 14 years of hating the job I was at.",-31,"less_once","0","1","controllable","active"
1128,"pe996fld73","asp_judg","std","gen",2,"It is better to be content with what I have than to risk losing something in the hopes of gaining more.",-50,"month","0","0","controllable","active"
1129,"pq6mcgoqgt","asp_judg","std","gen",2,"If I do not take any risks, then I will not grow.  I take financial risks, like buying cars, a house, or making investments, but only in certain amounts.",28,"less_reg","0","1","controllable","active"
1130,"pe996fld73","asp_judg","std","gen",3,"It is too worrying to wait to find the outcomes of risky choices and decisions.",-50,"NA","0","0","controllable","active"
1131,"p7fu4lbg42","asp_judg","std","gen",0,"I take risk when it feels right to me.",10,"less_reg","0","0","controllable","active"
1132,"po2avet7op","asp_judg","std","gen",0,"I do take risks. Only because It seems like my life requires it. Every day in almost everything I do, I am taking a risk. In just going outside, taking my puppy for a walk, getting into an Uber or going to work, anything could happen. We are not promised anything & anything can change in an instant. I even take risks with what I buy or choose to spend my money on because I don't have extra money right now & I don't know if I'll be able to buy things.",-3,"day","0","1","uncontrollable","active"
1133,"p7fu4lbg42","asp_judg","std","gen",1,"Otherwise, generally speaking I try to avoid risk whenever I can.",-39,"year","0","0","NA","NA"
1134,"p668rikpgd","asp_judg","std","gen",0,"I avoid risks because I have a lot to lose.",-50,"NA","0","0","NA","active"
1135,"po2avet7op","asp_judg","std","gen",1,"I take a risk by riding my bike. People drive crazy, but they drive however they are going to drive no matter what.",-50,"day","0","1","uncontrollable","active"
1136,"p668rikpgd","asp_judg","std","gen",1,"I avoid risks because I have a fear of being wrong.",-47,"less_once","0","1","uncontrollable","passive"
1137,"p668rikpgd","asp_judg","std","gen",2,"I avoid risks because I have bad luck.",-49,"week","0","1","uncontrollable","passive"
1138,"p7fu4lbg42","asp_judg","std","gen",2,"My brother was starting a bar and I could either be a partner if I invest in the business and bartender, or just a bartender. I chose the latter",-33,"NA","0","1","controllable","active"
1139,"ppbi6f89nl","asp_judg","std","gen",0,"I am a person who avoids taking risks because of my health issues.",-34,"week","0","1","controllable","active"
1140,"ppbi6f89nl","asp_judg","std","gen",1,"I am a person who avoids taking risks because i do not have much money.",NULL,NULL,NULL,NULL,NULL,NULL
1141,"ppbi6f89nl","asp_judg","std","gen",2,"I am not a risk taker because my nature is to want things calm and on an even keel.",-41,"week","0","1","controllable","active"
